Hi the track track circle agent circle triangle job <unk> 3.2282698154449463
Hi <pad> the done the <pad> continue the triangle done 3.2226762771606445
Hi landmark you <pad> Hi go to red the go 3.2146167755126953
Hi <eos> done Hi the Hi go <unk> job is 3.20967960357666
Hi job blue on blue triangle blue right job red 3.2030014991760254
Hi track you triangle green landmark are <eos> landmark is 3.190953254699707
Hi landmark the you triangle circle are is <eos> triangle 3.1819820404052734
Hi green done <pad> Hi <pad> on job circle the 3.174616813659668
Hi are go landmark is continue are triangle is the 3.1633100509643555
Hi landmark red the landmark green track girl <unk> <unk> 3.1504666805267334
Hi good green job the good to you to go 3.168395757675171
Hi red go Hi on done <pad> <eos> the the 3.1505918502807617
Hi green done circle are done right job good track 3.1402676105499268
Hi <eos> circle the <eos> are blue circle blue red 3.1331942081451416
Hi track red <unk> <eos> track go continue agent <unk> 3.1408181190490723
Hi blue track blue the right is <pad> go landmark 3.1331050395965576
Hi landmark continue track Hi agent good the continue <eos> 3.1012396812438965
Hi circle right track on <pad> is landmark you <pad> 3.119239568710327
Hi green red right girl right agent <unk> circle good 3.0896284580230713
Hi go continue continue blue <eos> good done the green 3.0785794258117676
Hi landmark to girl job track track red landmark job 3.073925733566284
Hi girl are the go right to on <pad> on 3.0718376636505127
Hi to on <unk> red are done circle go <unk> 3.076380729675293
Hi red agent agent on on are red track landmark 3.04921293258667
Hi is triangle track agent blue go girl are girl 3.1152143478393555
Hi agent are you are on Hi triangle green <eos> 3.0742568969726562
Hi the <unk> landmark <pad> done continue continue blue <pad> 3.0297963619232178
Hi <pad> blue <unk> green <pad> track to on are 3.0500104427337646
Hi right are continue are to is good to <pad> 3.0828044414520264
Hi done circle green agent go girl go <unk> <pad> 3.0635881423950195
Hi go good continue job go Hi are good job 2.979100227355957
Hi agent good girl track <pad> <unk> <unk> Hi <pad> 2.9699184894561768
Hi are job continue red triangle right you on continue 3.039830207824707
Hi track go is <eos> continue continue girl landmark red 2.963034152984619
Hi continue is <eos> <pad> done <unk> circle on on 2.960010528564453
Hi continue <pad> go to green girl <pad> to Hi 2.9275617599487305
Hi the good you <unk> are green the right done 2.9510746002197266
Hi are circle you triangle triangle go red you <pad> 2.9926199913024902
Hi <pad> go <eos> on track red you circle landmark 2.9848785400390625
Hi job go you girl to landmark are job track 2.961555242538452
Hi job <unk> <unk> go <unk> is Hi red <pad> 2.9300150871276855
Hi landmark good red <pad> green <eos> landmark <pad> go 2.9116384983062744
Hi job good go you <pad> girl on are done 2.8180160522460938
Hi <unk> job are done continue go <pad> girl <eos> 2.893113136291504
Hi agent <pad> you blue landmark girl girl <pad> continue 2.8545963764190674
Hi track continue continue <unk> triangle <unk> <pad> agent is 2.7160208225250244
Hi to landmark track right agent <pad> you <pad> job 2.8761332035064697
Hi agent are done agent <unk> landmark <eos> right are 2.878941059112549
Hi the are girl is job good continue on <eos> 2.8789401054382324
Hi to is is job blue done <pad> are landmark 2.8070945739746094
Hi done you go red girl triangle triangle <eos> <pad> 2.8384053707122803
Hi girl landmark agent red <eos> you good to the 2.7063801288604736
Hi go to go good blue continue agent go agent 2.673279047012329
Hi <unk> to Hi <unk> girl circle on you landmark 2.8444769382476807
Hi right red triangle right to girl <eos> are red 2.765364408493042
Hi <pad> landmark green <pad> track track <pad> <pad> <pad> 2.869694709777832
Hi good go the go good <eos> <pad> green landmark 2.8244714736938477
Hi agent Hi <eos> you triangle girl continue green <pad> 2.729137897491455
Hi <eos> circle done landmark done <pad> is Hi right 2.7158303260803223
Hi are <unk> continue you circle circle <eos> red is 2.6959939002990723
Hi job <eos> <pad> done is <pad> girl girl done 2.7556755542755127
Hi good <unk> girl Hi on green <pad> <pad> girl 2.598644256591797
Hi agent blue landmark on go girl landmark agent <eos> 2.6511781215667725
Hi <eos> triangle circle you the red done job to 2.5410799980163574
Hi agent continue continue green on <eos> <pad> blue job 2.5430612564086914
Hi are Hi circle triangle <pad> agent circle landmark agent 2.6795997619628906
Hi continue the go <unk> agent <eos> track red <pad> 2.605577230453491
Hi are are you triangle right <pad> <pad> <pad> green 2.6661806106567383
Hi job to <pad> Hi triangle <eos> <pad> <pad> circle 2.687540054321289
Hi triangle you is are to blue is blue circle 2.366478443145752
Hi girl are blue blue landmark <pad> agent good blue 2.5584139823913574
Hi done continue right <pad> green to <eos> circle <unk> 2.7170722484588623
Hi to <eos> <eos> circle triangle continue good <pad> <pad> 2.6468968391418457
Hi red go are is <eos> <pad> <unk> Hi landmark 2.3876256942749023
Hi done blue <pad> on girl circle agent continue <pad> 2.801919460296631
Hi blue is job go <pad> right agent go <pad> 2.466923236846924
Hi you go you is circle job green circle <pad> 2.6333513259887695
Hi continue Hi you right circle girl <pad> <pad> <pad> 2.4486398696899414
Hi circle <pad> track to right done are red right 2.240513801574707
Hi green <pad> right done girl Hi <pad> <pad> job 2.280637264251709
Hi done <unk> <pad> agent done <pad> <unk> <pad> <pad> 2.543609380722046
Hi done go <pad> agent are girl the the <pad> 2.3679983615875244
Hi to landmark right job is <pad> <pad> <pad> <pad> 2.342400074005127
Hi green Hi go right <pad> <eos> <pad> <pad> <pad> 2.323784112930298
Hi Hi <pad> <eos> are <pad> green <pad> <pad> <pad> 2.320183753967285
Hi agent landmark <pad> circle <eos> are is <pad> continue 2.2455477714538574
Hi go done <pad> are circle <eos> on circle <pad> 2.212979555130005
Hi green green <pad> the <unk> landmark go <pad> <pad> 2.3585140705108643
Hi triangle blue done girl <pad> triangle continue <pad> <pad> 2.6132960319519043
Hi red agent is <pad> <unk> <pad> <pad> <pad> <pad> 2.768355131149292
Hi good circle go red landmark <pad> <pad> continue <pad> 2.3147971630096436
Hi continue are job blue girl <pad> <pad> <pad> <pad> 2.008317708969116
Hi the <eos> circle Hi <eos> are <pad> <pad> continue 2.2003989219665527
Hi done you go <pad> <pad> to track <pad> <pad> 2.2793679237365723
Hi go red the <pad> is track <pad> <pad> <pad> 2.26108980178833
Hi continue landmark circle green <eos> <pad> <pad> <eos> <pad> 2.4863080978393555
Hi on girl good <pad> <eos> go <pad> <pad> <pad> 2.1971826553344727
Hi good job circle <pad> <pad> blue circle are circle 2.1760034561157227
Hi triangle continue circle agent done red <eos> <pad> landmark 2.107513427734375
Hi landmark job go <eos> good <pad> <unk> <pad> <pad> 2.360764741897583
Hi <pad> go good green <eos> <eos> <eos> <pad> <pad> 2.2709245681762695
Hi the <pad> you <eos> landmark blue <pad> <pad> <pad> 2.420833110809326
Hi <unk> <unk> triangle go <pad> triangle <pad> are <pad> 2.354283571243286
Hi continue track are <pad> <pad> <pad> <pad> <pad> <pad> 2.4007906913757324
Hi circle girl right green girl <pad> <pad> <pad> <pad> 2.2592344284057617
Hi go <eos> girl go agent <pad> triangle <pad> <pad> 2.2281219959259033
Hi good circle girl to to green <pad> blue <pad> 2.0655527114868164
Hi good continue circle green landmark <pad> <pad> <pad> <pad> 2.0396203994750977
Hi Hi landmark <pad> landmark agent <pad> <pad> <pad> <pad> 2.2620625495910645
Hi to are right right <eos> track girl <eos> <pad> 2.274284601211548
Hi triangle <eos> continue <eos> go <pad> <eos> <pad> agent 2.263636350631714
